Variable Name;"Cohort/Measure in ""Most Recent"" Datafile";Merged file Drawn From (MergedXXXX_YY_PP.csv);;
LO_INC_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
IND_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FEMALE_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
MALE_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
PELL_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOPELL_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
LOAN_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOLOAN_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
FIRSTGEN_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_DEATH_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_COMP_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_COMP_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_COMP_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_WDRAW_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_WDRAW_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_WDRAW_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_ENRL_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_ENRL_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_ENRL_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_UNKN_ORIG_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_UNKN_4YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
NOT1STGEN_UNKN_2YR_TRANS_YR6_RT;NSLDS AY2013-14 cohort measured in AY2019-20;2019_20;;
DEATH_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
COMP_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
COMP_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
COMP_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
WDRAW_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
WDRAW_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
WDRAW_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
ENRL_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
ENRL_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
ENRL_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
UNKN_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
UNKN_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
UNKN_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_DEATH_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_COMP_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_COMP_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_COMP_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_DEATH_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_DEATH_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_DEATH_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_COMP_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_COMP_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_COMP_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_DEATH_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_COMP_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_COMP_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_COMP_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_ENRL_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_ENRL_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_ENRL_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_UNKN_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_UNKN_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
IND_UNKN_2YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
FEMALE_DEATH_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_ORIG_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_4YR_TRANS_YR8_RT;NSLDS AY2011-12 cohort measured in AY2019-20;2019_20;;
